Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
14051 32nd Av Ne,Trans to AMR,11/19/2003 03:57:43 AM,47.730315,-122.293797,POINT (-122.293797 47.730315),F030085457
2230 7th Av,Medic Response,11/19/2003 04:08:40 AM,47.616822,-122.340439,POINT (-122.340439 47.616822),F030085459
509 3rd Av,Aid Response,11/19/2003 04:09:25 AM,47.602114,-122.330809,POINT (-122.330809 47.602114),F030085460
513 3rd Av,Aid Response,11/19/2003 04:49:49 AM,47.602143,-122.330836,POINT (-122.330836 47.602143),F030085461
6041 California Av Sw,Auto Fire Alarm,11/19/2003 05:04:17 AM,47.548243,-122.38715,POINT (-122.38715 47.548243),F030085462
1205 Alaskan Way,Auto Fire Alarm,11/19/2003 05:19:56 AM,47.605208,-122.339799,POINT (-122.339799 47.605208),F030085463
13740 19th Av Ne,Wires Down,11/19/2003 05:21:02 AM,47.728676,-122.308641,POINT (-122.308641 47.728676),F030085464
530 Melrose Av E,Aid Response,11/19/2003 05:31:03 AM,47.623472,-122.327876,POINT (-122.327876 47.623472),F030085465
2710 Queen Anne Av N,Medic Response,11/19/2003 05:31:21 AM,47.644194,-122.356888,POINT (-122.356888 47.644194),F030085466
6040 California Av Sw,Rescue Elevator,11/19/2003 05:32:14 AM,47.548492,-122.387143,POINT (-122.387143 47.548492),F030085467
500 17th Av,Trans to AMR,11/19/2003 05:53:18 AM,47.606111,-122.310249,POINT (-122.310249 47.606111),F030085469
3023 Sw Charlestown St,Investigate Out Of Service,11/19/2003 05:57:05 AM,47.569874,-122.37148,POINT (-122.37148 47.569874),F030085470
500 5th Av,Medic Response,11/19/2003 06:03:55 AM,47.602985,-122.328535,POINT (-122.328535 47.602985),F030085471
80 Stewart St,Aid Response,11/19/2003 06:06:38 AM,47.609799,-122.34195,POINT (-122.34195 47.609799),F030085472
7500 East Marginal Way S,Auto Fire Alarm,11/19/2003 06:10:45 AM,47.535372,-122.315012,POINT (-122.315012 47.535372),F030085473
13330 Stone Av N,Auto Fire Alarm,11/19/2003 06:18:41 AM,47.724166,-122.342285,POINT (-122.342285 47.724166),F030085474
13245 15th Av Ne,Wires Down,11/19/2003 06:21:07 AM,47.7252,-122.312656,POINT (-122.312656 47.7252),F030085475
1325 N 121st St,Wires Down,11/19/2003 06:22:22 AM,47.716669,-122.341094,POINT (-122.341094 47.716669),F030085476
2604 Ne 100th St,Wires Down,11/19/2003 06:25:17 AM,47.701157,-122.299883,POINT (-122.299883 47.701157),F030085478
8218 Ashworth Av N,Water Job Minor,11/19/2003 06:27:05 AM,47.688826,-122.339121,POINT (-122.339121 47.688826),F030085479
S Dearborn St / Poplar Pl S,Medic Response,11/19/2003 06:29:13 AM,47.595814,-122.312821,POINT (-122.312821 47.595814),F030085481
11739 20TH AV NE,Wires Down,11/19/2003 06:31:26 AM,47.714159,-122.307141,POINT (-122.307141 47.714159),F030085484
2026 Ne 123rd St,Wires Down,11/19/2003 06:36:54 AM,47.717542,-122.305974,POINT (-122.305974 47.717542),F030085487
668 S Lane St,Auto Fire Alarm,11/19/2003 06:37:38 AM,47.596674,-122.32479,POINT (-122.32479 47.596674),F030085488
201 16th Av E,Medic Response,11/19/2003 06:38:59 AM,47.619677,-122.311397,POINT (-122.311397 47.619677),F030085489
4604 S Ferdinand St,Aid Response,11/19/2003 06:40:51 AM,47.558214,-122.275655,POINT (-122.275655 47.558214),F030085490
1203 Ne 135th St,Wires Down,11/19/2003 06:41:13 AM,47.726674,-122.315372,POINT (-122.315372 47.726674),F030085491
8514 Paisley Dr Ne,Aid Response Yellow,11/19/2003 06:45:13 AM,47.690684,-122.274704,POINT (-122.274704 47.690684),F030085493
2024 Ne 85th St,Medic Response,11/19/2003 06:46:42 AM,47.690301,-122.306576,POINT (-122.306576 47.690301),F030085496
1550 N 115th St,Auto Fire Alarm,11/19/2003 06:50:49 AM,47.712304,-122.338862,POINT (-122.338862 47.712304),F030085498
Ne 117th St / 8th Av Ne,1RED 1 Unit,11/19/2003 06:50:38 AM,47.714029,-122.3207,POINT (-122.3207 47.714029),F030085499
505 5th Av S,Aid Response,11/19/2003 06:51:45 AM,47.598313,-122.327671,POINT (-122.327671 47.598313),F030085500
2nd Av / University St,Aid Response,11/19/2003 06:51:46 AM,47.607299,-122.337087,POINT (-122.337087 47.607299),F030085501
4629 S Henderson St,Aid Response,11/19/2003 06:54:53 AM,47.52331,-122.274242,POINT (-122.274242 47.52331),F030085503
10203 47th Av Sw,Medic Response,11/19/2003 06:59:44 AM,47.51096,-122.392021,POINT (-122.392021 47.51096),F030085505
1561 Alaskan Way S,Medic Response,11/19/2003 07:07:58 AM,47.589841,-122.337638,POINT (-122.337638 47.589841),F030085507
614 28th Av E,Aid Response,11/19/2003 07:19:14 AM,47.624637,-122.296607,POINT (-122.296607 47.624637),F030085510
202 19th Av E,Aid Response,11/19/2003 07:22:45 AM,47.619673,-122.307364,POINT (-122.307364 47.619673),F030085511
8637 24th Av Sw,Aid Response,11/19/2003 07:41:35 AM,47.526148,-122.36317,POINT (-122.36317 47.526148),F030085515
Nb I5 At Ship Canal Bridge,Car Fire,11/19/2003 07:43:54 AM,47.651953,-122.322344,POINT (-122.322344 47.651953),F030085517
8TH AV SW / SW ROXBURY ST,Medic Response,11/19/2003 07:45:22 AM,47.517303,-122.345423,POINT (-122.345423 47.517303),F030085518
10737 68th Av S,Water Job Minor,11/19/2003 07:46:30 AM,47.503891,-122.249386,POINT (-122.249386 47.503891),F030085519
11050 8th Av Ne,Aid Response Yellow,11/19/2003 07:51:13 AM,47.708935,-122.320569,POINT (-122.320569 47.708935),F030085520
Ne Ravenna Blvd / 8th Av Ne,Motor Vehicle Accident,11/19/2003 08:07:58 AM,47.673364,-122.320059,POINT (-122.320059 47.673364),F030085522
5136 45th Av Ne,Medic Response,11/19/2003 08:08:13 AM,47.666448,-122.279432,POINT (-122.279432 47.666448),F030085523
3641 Bagley Av N,1RED 1 Unit,11/19/2003 08:17:03 AM,47.651086,-122.332677,POINT (-122.332677 47.651086),F030085524
4018 Sw Trenton St,Water Job Minor,11/19/2003 08:20:31 AM,47.52445,-122.383343,POINT (-122.383343 47.52445),F030085525
8408 Delridge Way Sw,Aid Response,11/19/2003 08:19:04 AM,47.528211,-122.36046,POINT (-122.36046 47.528211),F030085526
3404 63rd Av Sw,Aid Response Yellow,11/19/2003 08:20:50 AM,47.573978,-122.413409,POINT (-122.413409 47.573978),F030085527
3617 Francis Av N,Medic Response,11/19/2003 08:25:11 AM,47.65212,-122.35341,POINT (-122.35341 47.65212),F030085528
1501 Pike Pl,Auto Fire Alarm,11/19/2003 08:41:58 AM,47.608629,-122.340472,POINT (-122.340472 47.608629),F030085530
6600 44th Av S,Motor Vehicle Accident,11/19/2003 08:43:24 AM,47.54334,-122.27812,POINT (-122.27812 47.54334),F030085532
4016 Corliss Av N,Aid Response,11/19/2003 08:45:53 AM,47.655747,-122.331435,POINT (-122.331435 47.655747),F030085534
Sb I5 Exp To Mercer St,Medic Response,11/19/2003 08:44:45 AM,47.626364,-122.329093,POINT (-122.329093 47.626364),F030085536
310 15th Av E,Auto Fire Alarm,11/19/2003 08:51:56 AM,47.620859,-122.31269,POINT (-122.31269 47.620859),F030085537
121 N 79TH ST,Aid Response,11/19/2003 09:05:13 AM,47.686205,-122.357691,POINT (-122.357691 47.686205),F030085541
3039 Ne 86th St,Medic Response,11/19/2003 09:07:26 AM,47.690939,-122.29554,POINT (-122.29554 47.690939),F030085542
1000 Virginia St,Auto Fire Alarm,11/19/2003 09:18:07 AM,47.617049,-122.334877,POINT (-122.334877 47.617049),F030085543
11727 3rd Av Nw,Medic Response,11/19/2003 09:21:39 AM,47.71434,-122.360892,POINT (-122.360892 47.71434),F030085544
Dayton Av N / N 39th St,Single Medic Unit,11/19/2003 09:22:54 AM,47.654141,-122.352347,POINT (-122.352347 47.654141),F030085545
Aurora Av N / N 125th St,Motor Vehicle Accident,11/19/2003 09:29:18 AM,47.719572,-122.344937,POINT (-122.344937 47.719572),F030085547
Aurora Av N / N 125th St,Motor Vehicle Accident,11/19/2003 09:34:08 AM,47.719572,-122.344937,POINT (-122.344937 47.719572),F030085548
1st Av / University St,1RED 1 Unit,11/19/2003 09:36:50 AM,47.606835,-122.338197,POINT (-122.338197 47.606835),F030085549
4911 S Willow St,Aid Response,11/19/2003 09:37:33 AM,47.540694,-122.27156,POINT (-122.27156 47.540694),F030085551
1214 8th Av,Aid Response,11/19/2003 09:41:53 AM,47.609467,-122.329863,POINT (-122.329863 47.609467),F030085554
146 N 130th St,Aid Response,11/19/2003 09:45:34 AM,47.723245,-122.35761,POINT (-122.35761 47.723245),F030085555
2222 S GRAND ST,Aid Response,11/19/2003 09:46:16 AM,47.586917,-122.303793,POINT (-122.303793 47.586917),F030085556
125 16th Av E,Auto Fire Alarm,11/19/2003 09:52:17 AM,47.618801,-122.311432,POINT (-122.311432 47.618801),F030085558
Nb I5 At Revenna Bv,Motor Vehicle Accident,11/19/2003 09:51:46 AM,47.671492,-122.3215,POINT (-122.3215 47.671492),F030085559
Nb I5 To Ravenna Bv,Motor Vehicle Accident,11/19/2003 10:00:11 AM,47.671505,-122.321253,POINT (-122.321253 47.671505),F030085560
3520 Ne 89th St,Aid Response,11/19/2003 10:01:01 AM,47.693097,-122.29064,POINT (-122.29064 47.693097),F030085561
3915 Ne Surber Dr,1RED 1 Unit,11/19/2003 10:05:44 AM,47.656404,-122.28579,POINT (-122.28579 47.656404),F030085564
2nd Av / Columbia St,Motor Vehicle Accident,11/19/2003 10:06:32 AM,47.603733,-122.333825,POINT (-122.333825 47.603733),F030085565
712 S ORCAS ST,Aid Response,11/19/2003 10:11:10 AM,47.551108,-122.324344,POINT (-122.324344 47.551108),F030085566
Nw 100th Pl / 8th Av Nw,Aid Response,11/19/2003 10:25:09 AM,47.701288,-122.366054,POINT (-122.366054 47.701288),F030085570
11542 Stone Av N,Aid Response,11/19/2003 10:31:38 AM,47.712766,-122.342132,POINT (-122.342132 47.712766),F030085571
4400 Stone Way N,Aid Response,11/19/2003 10:36:30 AM,47.65996,-122.342217,POINT (-122.342217 47.65996),F030085572
9338 Forest Ct Sw,Medic Response,11/19/2003 10:40:10 AM,47.519384,-122.385618,POINT (-122.385618 47.519384),F030085574
12317 15th Av Ne,Auto Fire Alarm,11/19/2003 10:50:39 AM,47.717748,-122.312622,POINT (-122.312622 47.717748),F030085575
2314 4th Av,Motor Vehicle Accident,11/19/2003 10:55:23 AM,47.615474,-122.344113,POINT (-122.344113 47.615474),F030085576
2314 4th Av,Motor Vehicle Accident,11/19/2003 10:57:40 AM,47.615474,-122.344113,POINT (-122.344113 47.615474),F030085577
323 25th Av S,Aid Response,11/19/2003 10:57:20 AM,47.600254,-122.299883,POINT (-122.299883 47.600254),F030085578
2314 4th Av,Motor Vehicle Accident,11/19/2003 10:59:22 AM,47.615474,-122.344113,POINT (-122.344113 47.615474),F030085579
2314 4th Av,Motor Vehicle Accident,11/19/2003 11:00:33 AM,47.615474,-122.344113,POINT (-122.344113 47.615474),F030085580
2314 4th Av,Motor Vehicle Accident,11/19/2003 11:01:37 AM,47.615474,-122.344113,POINT (-122.344113 47.615474),F030085581
13190 STONE AV N,Aid Response,11/19/2003 11:01:24 AM,47.724768,-122.342291,POINT (-122.342291 47.724768),F030085582
6520 32ND AV NE,Aid Response,11/19/2003 11:02:15 AM,47.675781,-122.292983,POINT (-122.292983 47.675781),F030085583
2314 4th Av,Motor Vehicle Accident,11/19/2003 11:04:16 AM,47.615474,-122.344113,POINT (-122.344113 47.615474),F030085584
614 28th Av E,Aid Response,11/19/2003 11:04:05 AM,47.624637,-122.296607,POINT (-122.296607 47.624637),F030085585
2314 4th Av,Motor Vehicle Accident,11/19/2003 11:05:29 AM,47.615474,-122.344113,POINT (-122.344113 47.615474),F030085586
321 19th Av E,Motor Vehicle Accident,11/19/2003 11:05:10 AM,47.620809,-122.307345,POINT (-122.307345 47.620809),F030085587
1529 1st Av W,Medic Response,11/19/2003 11:05:49 AM,47.632665,-122.358336,POINT (-122.358336 47.632665),F030085588
8035 18th Av Ne,Aid Response,11/19/2003 11:07:26 AM,47.686988,-122.308931,POINT (-122.308931 47.686988),F030085589
2314 4th Av,Motor Vehicle Accident,11/19/2003 11:08:05 AM,47.615474,-122.344113,POINT (-122.344113 47.615474),F030085590
1533 Western Av,Aid Response,11/19/2003 11:08:29 AM,47.608966,-122.341682,POINT (-122.341682 47.608966),F030085591
325 AURORA AV N,Aid Response,11/19/2003 11:09:45 AM,47.650915,-122.34735,POINT (-122.34735 47.650915),F030085592
3rd Av Nw / Nw 140th St,1RED 1 Unit,11/19/2003 11:11:50 AM,47.730516,-122.360937,POINT (-122.360937 47.730516),F030085593
2470 Dexter Av N,Automatic Fire Alarm False,11/19/2003 11:12:30 AM,47.641439,-122.344655,POINT (-122.344655 47.641439),F030085595
2314 4th Av,Motor Vehicle Accident,11/19/2003 11:16:53 AM,47.615474,-122.344113,POINT (-122.344113 47.615474),F030085597
1815 Harvard Av,Aid Response,11/19/2003 11:18:24 AM,47.61773,-122.322171,POINT (-122.322171 47.61773),F030085598
517 N 137th St,Wires Down,11/19/2003 11:23:15 AM,47.728351,-122.351395,POINT (-122.351395 47.728351),F030085599
7210 Roosevelt Way Ne,Aid Response,11/19/2003 11:26:05 AM,47.680926,-122.317444,POINT (-122.317444 47.680926),F030085600
7925 9th Av Sw,Electrical Problem,11/19/2003 11:28:34 AM,47.531708,-122.346777,POINT (-122.346777 47.531708),F030085603
9061 Seward Park Av S,"Medic Response, 7 per Rule",11/19/2003 11:30:11 AM,47.521595,-122.264225,POINT (-122.264225 47.521595),F030085604
8917 Roosevelt Way Ne,1RED 1 Unit,11/19/2003 11:32:42 AM,47.693101,-122.317603,POINT (-122.317603 47.693101),F030085606
100 23rd Av S,Medic Response,11/19/2003 11:36:19 AM,47.601667,-122.302339,POINT (-122.302339 47.601667),F030085607
2939 E Madison St,Fuel Spill,11/19/2003 11:38:14 AM,47.624564,-122.29459,POINT (-122.29459 47.624564),F030085609
3011 Nw 93rd St,Aid Response,11/19/2003 11:46:56 AM,47.696423,-122.395968,POINT (-122.395968 47.696423),F030085610
COLUMBIA DR S / S PEARL ST,Car Fire,11/19/2003 11:49:58 AM,47.556568,-122.305743,POINT (-122.305743 47.556568),F030085611
2300 Sw Webster St,Aid Response,11/19/2003 11:56:23 AM,47.535512,-122.361136,POINT (-122.361136 47.535512),F030085616
201 Thomas St,Medic Response,11/19/2003 12:01:30 PM,47.620926,-122.352808,POINT (-122.352808 47.620926),F030085618
11762 Aurora Av N,Aid Response,11/19/2003 12:12:12 PM,47.715144,-122.344859,POINT (-122.344859 47.715144),F030085619
4731 5th Av Ne,Car Fire,11/19/2003 12:14:46 PM,47.664047,-122.322872,POINT (-122.322872 47.664047),F030085620
1601 5th Av,Aid Response,11/19/2003 12:21:13 PM,47.611672,-122.336484,POINT (-122.336484 47.611672),F030085621
Beacon Av S / S Brandon St,Motor Vehicle Accident,11/19/2003 12:23:38 PM,47.55377,-122.302584,POINT (-122.302584 47.55377),F030085622
1100 University St,Aid Response,11/19/2003 12:29:55 PM,47.611479,-122.327097,POINT (-122.327097 47.611479),F030085623
2353 W Halladay St,1RED 1 Unit,11/19/2003 12:36:03 PM,47.64215,-122.387204,POINT (-122.387204 47.64215),F030085624
5701 17th Av Nw,Aid Response,11/19/2003 12:45:28 PM,47.670175,-122.378883,POINT (-122.378883 47.670175),F030085625
1925 1st Av,Aid Response,11/19/2003 12:46:32 PM,47.610321,-122.341385,POINT (-122.341385 47.610321),F030085626
5900 Lake Washington Blvd S,Investigate In Service,11/19/2003 12:47:58 PM,47.549444,-122.25757,POINT (-122.25757 47.549444),F030085628
3025 Ne 137th St,Aid Response,11/19/2003 12:59:00 PM,47.727939,-122.295642,POINT (-122.295642 47.727939),F030085629
8820 14th Av S,Medic Response,11/19/2003 01:01:17 PM,47.524569,-122.314942,POINT (-122.314942 47.524569),F030085630
4000 15TH AV NE,Medic Response,11/19/2003 01:01:30 PM,47.65534,-122.312149,POINT (-122.312149 47.65534),F030085631
2150 N Northgate Way,Aid Response,11/19/2003 01:01:17 PM,47.708654,-122.332626,POINT (-122.332626 47.708654),F030085632
803 S Lane St,Auto Fire Alarm,11/19/2003 01:06:02 PM,47.59667,-122.32229,POINT (-122.32229 47.59667),F030085635
1232 Westlake Av N,Aid Response,11/19/2003 01:11:07 PM,47.630177,-122.34096,POINT (-122.34096 47.630177),F030085637
5311 Phinney Av N,Aid Response,11/19/2003 01:13:24 PM,47.667143,-122.35442,POINT (-122.35442 47.667143),F030085640
16TH AV E / E ROY ST,Medic Response,11/19/2003 01:29:26 PM,47.625254,-122.311309,POINT (-122.311309 47.625254),F030085642
620 18th Av E,Aid Response,11/19/2003 01:30:35 PM,47.624584,-122.308673,POINT (-122.308673 47.624584),F030085643
Queen Anne Av N / Roy St,Medic Response,11/19/2003 01:33:15 PM,47.625454,-122.356703,POINT (-122.356703 47.625454),F030085645
S Cloverdale St / Rainier Av S,Motor Vehicle Accident,11/19/2003 01:33:22 PM,47.526171,-122.269983,POINT (-122.269983 47.526171),F030085646
2615 Sw Barton St,Medic Response,11/19/2003 01:41:19 PM,47.521022,-122.365894,POINT (-122.365894 47.521022),F030085651
Boylston Av E / E Roanoke St,"Medic Response, 7 per Rule",11/19/2003 01:45:49 PM,47.643186,-122.323416,POINT (-122.323416 47.643186),F030085652
2326 California Av Sw,Aid Response Yellow,11/19/2003 01:55:47 PM,47.582838,-122.386485,POINT (-122.386485 47.582838),F030085657
6912 Carleton Av S,Aid Response,11/19/2003 01:57:14 PM,47.541061,-122.32218,POINT (-122.32218 47.541061),F030085658
1221 1st Av,Auto Fire Alarm,11/19/2003 02:00:41 PM,47.606268,-122.337677,POINT (-122.337677 47.606268),F030085659
2314 4th Av,Motor Vehicle Accident,11/19/2003 02:01:50 PM,47.615474,-122.344113,POINT (-122.344113 47.615474),F030085660
2314 4th Av,Motor Vehicle Accident,11/19/2003 02:02:54 PM,47.615474,-122.344113,POINT (-122.344113 47.615474),F030085661
2318 4th Av,Aid Response,11/19/2003 02:05:28 PM,47.615507,-122.344168,POINT (-122.344168 47.615507),F030085662
504 Terry Av,Aid Response,11/19/2003 02:12:25 PM,47.605327,-122.323009,POINT (-122.323009 47.605327),F030085665
1401 2nd Av,Aid Response,11/19/2003 02:12:58 PM,47.608292,-122.337995,POINT (-122.337995 47.608292),F030085666
1533 Western Av,Aid Response,11/19/2003 02:14:20 PM,47.608966,-122.341682,POINT (-122.341682 47.608966),F030085668
14033 32nd Av Ne,Aid Response,11/19/2003 02:18:19 PM,47.730248,-122.293789,POINT (-122.293789 47.730248),F030085670
401 S Jackson St,Auto Fire Alarm,11/19/2003 02:28:50 PM,47.599197,-122.328968,POINT (-122.328968 47.599197),F030085671
Meridian Av N / N 137th St,Medic Response,11/19/2003 02:41:29 PM,47.728672,-122.334216,POINT (-122.334216 47.728672),F030085672
3047 Ne 143rd St,Aid Response,11/19/2003 02:52:42 PM,47.731972,-122.295899,POINT (-122.295899 47.731972),F030085674
13550 Aurora Av N,Medic Response,11/19/2003 02:54:22 PM,47.72731,-122.345022,POINT (-122.345022 47.72731),F030085675
4TH AV S / S WASHINGTON ST,Aid Response,11/19/2003 02:57:41 PM,47.600875,-122.328963,POINT (-122.328963 47.600875),F030085676
4th Av S / S Washington St,Aid Response,11/19/2003 03:04:17 PM,47.600875,-122.328963,POINT (-122.328963 47.600875),F030085678
2519 1st Av,Auto Fire Alarm,11/19/2003 03:04:41 PM,47.614798,-122.348918,POINT (-122.348918 47.614798),F030085679
9751 Evanston Av N,Aid Response,11/19/2003 03:05:08 PM,47.699942,-122.351253,POINT (-122.351253 47.699942),F030085680
4550 50th Av Sw,Medic Response,11/19/2003 03:08:14 PM,47.562536,-122.396221,POINT (-122.396221 47.562536),F030085682
1630 43rd Av E,Medic Response,11/19/2003 03:13:55 PM,47.633523,-122.277157,POINT (-122.277157 47.633523),F030085683
13725 32nd Av Ne,Medic Response,11/19/2003 03:15:49 PM,47.728365,-122.293639,POINT (-122.293639 47.728365),F030085684
13520 Aurora Av N,Medic Response,11/19/2003 03:17:19 PM,47.727034,-122.345019,POINT (-122.345019 47.727034),F030085685
10330 Meridian Av N,Aid Response,11/19/2003 03:22:20 PM,47.703486,-122.333907,POINT (-122.333907 47.703486),F030085687
5231 S Othello St,Medic Response,11/19/2003 03:22:11 PM,47.536977,-122.267114,POINT (-122.267114 47.536977),F030085689
900 4th Av,Auto Fire Alarm,11/19/2003 03:29:43 PM,47.605374,-122.332257,POINT (-122.332257 47.605374),F030085691
112 Broadway E,Aid Response,11/19/2003 03:34:03 PM,47.618871,-122.320856,POINT (-122.320856 47.618871),F030085693
1301 E Yesler Way,Aid Response,11/19/2003 03:51:07 PM,47.60169,-122.314921,POINT (-122.314921 47.60169),F030085696
9100 5th Av Ne,1RED 1 Unit,11/19/2003 03:52:41 PM,47.694957,-122.323053,POINT (-122.323053 47.694957),F030085697
2611 S Dearborn St,Medic Response,11/19/2003 03:59:58 PM,47.595541,-122.298643,POINT (-122.298643 47.595541),F030085699
CLAREMONT AV S / S BYRON ST,Motor Vehicle Accident,11/19/2003 04:01:19 PM,47.573535,-122.29596,POINT (-122.29596 47.573535),F030085700
1955 35th Av W,"Medic Response, 7 per Rule",11/19/2003 04:04:12 PM,47.636964,-122.401301,POINT (-122.401301 47.636964),F030085701
401 S Jackson St,Auto Fire Alarm,11/19/2003 04:08:20 PM,47.599197,-122.328968,POINT (-122.328968 47.599197),F030085702
1013 Ne 45th St,Trans to AMR,11/19/2003 04:12:31 PM,47.661299,-122.317638,POINT (-122.317638 47.661299),F030085703
6512 15TH AV NE,1RED 1 Unit,11/19/2003 04:17:50 PM,47.675864,-122.311932,POINT (-122.311932 47.675864),F030085704
6505 Ne 65th St,Auto Fire Alarm,11/19/2003 04:46:39 PM,47.675696,-122.258079,POINT (-122.258079 47.675696),F030085706
3033 California Av Sw,Medic Response,11/19/2003 04:46:45 PM,47.576766,-122.386721,POINT (-122.386721 47.576766),F030085707
1404 N Northgate Way,Activated CO Detector,11/19/2003 04:48:46 PM,47.705046,-122.340593,POINT (-122.340593 47.705046),F030085708
515 Mcgilvra Blvd E,Medic Response,11/19/2003 04:53:43 PM,47.623248,-122.284269,POINT (-122.284269 47.623248),F030085709
2055 43RD AV E,Auto Fire Alarm,11/19/2003 04:58:13 PM,47.637339,-122.277109,POINT (-122.277109 47.637339),F030085710
1301 5th Av,Auto Fire Alarm,11/19/2003 04:59:03 PM,47.608693,-122.333757,POINT (-122.333757 47.608693),F030085711
110 W Olympic Pl,Medic Response,11/19/2003 04:59:42 PM,47.626721,-122.35812,POINT (-122.35812 47.626721),F030085712
500 James St,Motor Vehicle Accident,11/19/2003 05:00:16 PM,47.603698,-122.329187,POINT (-122.329187 47.603698),F030085713
16th Av E / E Denny Way,Aid Response,11/19/2003 05:12:33 PM,47.618517,-122.311443,POINT (-122.311443 47.618517),F030085715
Northgate Mall,Aid Response,11/19/2003 05:15:22 PM,47.704027,-122.325795,POINT (-122.325795 47.704027),F030085716
2401 Utah Av S,Aid Response,11/19/2003 05:27:07 PM,47.581888,-122.335125,POINT (-122.335125 47.581888),F030085717
11325 Lakeside Av Ne,Aid Response,11/19/2003 05:28:43 PM,47.712116,-122.277777,POINT (-122.277777 47.712116),F030085718
3841 Interlake Av N,Natur Gas Leak Outside Minor,11/19/2003 05:29:45 PM,47.653277,-122.341337,POINT (-122.341337 47.653277),F030085719
6559 35TH AV NE,Aid Response,11/19/2003 05:34:53 PM,47.676136,-122.290283,POINT (-122.290283 47.676136),F030085720
1300 Ne 65th St,Motor Vehicle Accident,11/19/2003 05:43:45 PM,47.675804,-122.314349,POINT (-122.314349 47.675804),F030085724
Woodland Pl N / N 65th St,Aid Response,11/19/2003 05:47:16 PM,47.676057,-122.347671,POINT (-122.347671 47.676057),F030085725
417 E UNION ST,Medic Response,11/19/2003 05:50:20 PM,47.612987,-122.326163,POINT (-122.326163 47.612987),F030085726
3044-1/2 63rd Av Sw,Electrical Problem,11/19/2003 05:52:55 PM,47.57719,-122.413314,POINT (-122.413314 47.57719),F030085727
1828 Broadway,Medic Response,11/19/2003 06:00:20 PM,47.617893,-122.320841,POINT (-122.320841 47.617893),F030085729
3700 25th Pl W,Food On The Stove Out,11/19/2003 06:05:11 PM,47.65352,-122.388694,POINT (-122.388694 47.65352),F030085731
4621 S Warsaw St,Medic Response,11/19/2003 06:06:37 PM,47.543364,-122.274239,POINT (-122.274239 47.543364),F030085733
9255 Spear Pl S,Aid Response,11/19/2003 06:10:32 PM,47.519629,-122.273651,POINT (-122.273651 47.519629),F030085734
1418 3rd Av,Aid Response,11/19/2003 06:12:20 PM,47.608928,-122.337043,POINT (-122.337043 47.608928),F030085735
2nd Av / Union St,Aid Response,11/19/2003 06:14:45 PM,47.608292,-122.337995,POINT (-122.337995 47.608292),F030085737
1220 S Holgate St,Aid Response,11/19/2003 06:15:14 PM,47.586375,-122.317012,POINT (-122.317012 47.586375),F030085738
925 Westlake Av N,Auto Fire Alarm,11/19/2003 06:25:54 PM,47.627396,-122.339784,POINT (-122.339784 47.627396),F030085740
2415 Beacon Av S,Trans to AMR,11/19/2003 06:29:58 PM,47.581871,-122.314712,POINT (-122.314712 47.581871),F030085741
13045 27th Av Ne,Medic Response,11/19/2003 06:42:14 PM,47.723188,-122.299123,POINT (-122.299123 47.723188),F030085742
Ne Northgate Way / Roosevelt Way Ne,Medic Response,11/19/2003 06:41:55 PM,47.708561,-122.317852,POINT (-122.317852 47.708561),F030085743
4544 7th Av Ne,Aid Response,11/19/2003 06:44:36 PM,47.661533,-122.320727,POINT (-122.320727 47.661533),F030085744
3022 Ne 140th St,Medic Response,11/19/2003 06:49:31 PM,47.730148,-122.296206,POINT (-122.296206 47.730148),F030085745
722 S Willow St,Unk Odor,11/19/2003 06:50:59 PM,47.5414,-122.323256,POINT (-122.323256 47.5414),F030085746
501 23rd Av,Assault w/Weap 7 per Rule,11/19/2003 07:06:56 PM,47.606176,-122.302777,POINT (-122.302777 47.606176),F030085747
N 103rd St / Aurora Av N,Rubbish Fire,11/19/2003 07:11:12 PM,47.703241,-122.344673,POINT (-122.344673 47.703241),F030085749
801 23rd Av S,Aid Response,11/19/2003 07:13:32 PM,47.595561,-122.302222,POINT (-122.302222 47.595561),F030085750
1207 Ne 100th St,Aid Response,11/19/2003 07:17:47 PM,47.701269,-122.314908,POINT (-122.314908 47.701269),F030085751
401 E Mercer St,Trans to AMR,11/19/2003 07:20:03 PM,47.624286,-122.326586,POINT (-122.326586 47.624286),F030085752
500 Pine St,Aid Response,11/19/2003 07:23:42 PM,47.611672,-122.336484,POINT (-122.336484 47.611672),F030085753
3616 Phinney Av N,Aid Response,11/19/2003 07:31:29 PM,47.652342,-122.354475,POINT (-122.354475 47.652342),F030085755
3231 16th Av S,Aid Response,11/19/2003 07:47:00 PM,47.574759,-122.312419,POINT (-122.312419 47.574759),F030085757
324 Broadway E,Aid Response,11/19/2003 07:53:20 PM,47.62129,-122.320895,POINT (-122.320895 47.62129),F030085759
1014 S Rose St,Electrical Problem,11/19/2003 07:56:11 PM,47.529004,-122.319335,POINT (-122.319335 47.529004),F030085760
223 Yesler Way,Auto Fire Alarm,11/19/2003 08:11:55 PM,47.601719,-122.33179,POINT (-122.33179 47.601719),F030085761
1321 E Union St,Aid Response,11/19/2003 08:12:27 PM,47.61291,-122.315199,POINT (-122.315199 47.61291),F030085762
Ne 50th St / 11th Av Ne,Medic Response,11/19/2003 08:13:15 PM,47.664928,-122.316335,POINT (-122.316335 47.664928),F030085763
